Sample	Counts
ERR2750496	2802852
ERR2750516	337435
ERR2750517	40676
ERR2750522	5096119
ERR2750527	6659046
ERR2750531	4389897
ERR2750532	4475093
ERR2750533	3965180
ERR2750534	3698274
ERR2750535	4448724
ERR2750536	2499332
ERR2750537	5274237
ERR2750538	4968307
ERR2750544	3576545
ERR2750548	5164734
ERR2750550	323155
ERR2750551	472166
ERR2750552	515668
ERR2750553	180946
ERR2750557	263434
ERR2750558	1415335
ERR2750559	165004
ERR2750560	4486573
ERR2750561	3767352
ERR2750562	6174654
ERR2750564	4932088
ERR2750566	3104409
ERR2750569	2576321
ERR2750570	3180508
ERR2750571	3388285
ERR2750572	367570
ERR2750573	201210
ERR2750574	331804
ERR2750575	366065
ERR2750578	614016
ERR2750579	1454756
ERR2750580	1970689
ERR2750582	4709811
ERR2750583	4005895
ERR2750584	633038
ERR2750585	1703249
ERR2750586	210259
ERR2750590	242784
ERR2750591	243877
ERR2750592	973830
ERR2750593	3704754
ERR2750594	3000872
ERR2750595	2242249
ERR2750596	944960
ERR2750597	133751
ERR2750599	519904
ERR2750603	321381
ERR2750604	151864
ERR2750605	276586
ERR2750608	2051902
ERR2750611	1335370
ERR2750612	1783646
ERR2750613	1743700
ERR2750616	153216
ERR2750617	564881
ERR2750618	932616
ERR2750619	4800412
ERR2750620	5115385
ERR2750621	7607259
ERR2750624	362172
ERR2750625	626728
ERR2750626	5984
ERR2750630	333150
ERR2750631	342592
ERR2750632	2086602
ERR2750638	3685263
ERR2750639	655089
ERR2750640	1118768
ERR2750641	205684
ERR2750645	163628
ERR2750646	1884586
ERR2750647	65542
ERR2750649	7587724
ERR2750650	4540791
ERR2750651	7810666
ERR2750653	1317076
ERR2750654	3970634
ERR2750655	2737021
ERR2750656	283044
ERR2750660	595734
ERR2750661	705370
ERR2750662	514249
ERR2750663	193915
ERR2750664	179576
ERR2750672	219155
ERR2750673	27163
ERR2750674	11959
ERR2750678	21001
ERR2750679	6030844
ERR2750680	3837175
ERR2750681	7887451
ERR2750682	12681
ERR2750683	194618
ERR2750686	555873
ERR2750687	48774
ERR2750688	2196
ERR2750691	1870748
ERR2750692	366228
ERR2750693	4384023
ERR2750694	6370262
ERR2750695	6186054
ERR2750696	3264
ERR2750697	508582
ERR2750698	87157
ERR2750699	41828
ERR2750700	248984
ERR2750701	507
ERR2750703	214747
ERR2750704	666712
ERR2750705	322581
ERR2750706	5235
ERR2750707	30233
ERR2750709	6173363
ERR2750710	919596
ERR2750711	7334
ERR2750713	1680858
ERR2750715	110946
ERR2750723	302553
ERR2750724	1677015
ERR2750726	737
ERR2750727	775231
ERR2750732	3950719
ERR2750733	6281239
ERR2750734	698126
ERR2750738	4862
ERR2750739	597
ERR2750740	186
ERR2750741	1273039
ERR2750743	2093882
ERR2750745	6421743
ERR2750746	6406861
ERR2750748	1792370
ERR2750751	2936038
ERR2750752	3141292
ERR2750755	6583336
ERR2750756	5173174
ERR2750757	8021995
ERR2750758	225600
ERR2750759	314369
ERR2750760	1436129
ERR2750764	777780
ERR2750765	138734
ERR2750768	2605542
ERR2750769	6999107
ERR2750770	3839531
ERR2750772	2045196
ERR2750773	4566540
ERR2750774	1145308
ERR2750792	4350304
ERR2750793	3158422
ERR2750794	3654794
ERR2750797	680515
ERR2750798	386132
ERR2750799	679965
ERR2750804	232909
ERR2750805	482663
ERR2750807	10553799
ERR2750808	5438832
ERR2750809	2741021
ERR2750810	1376128
ERR2750811	1905365
ERR2750812	74511
ERR2750813	738256
ERR2750814	2837278
ERR2750815	4536964
ERR2750817	5172555
ERR2750818	4981835
ERR2750820	7436794
ERR2750822	144383
ERR2750823	8430789
ERR2750825	142806
ERR2757336	3629083
ERR2757337	2587139
ERR2757338	3155080
ERR2757339	59201
ERR2757340	365998
ERR2757341	58043
ERR2757342	840591
ERR2757343	58900
ERR2757345	8836788
ERR2757346	3242008
ERR2757347	128173
ERR2757349	283526
ERR2757350	327374
ERR2757351	2652501
ERR2757352	781903
ERR2757353	107000
ERR2757357	2148563
ERR2757358	206365
ERR2757361	18422
ERR2757362	387171
ERR2757363	405044
ERR2757366	3323877
ERR2757367	500889
ERR2757369	1191654
ERR2757372	196510
ERR2757381	5978871
ERR2757383	4391364
ERR2757385	3608581
ERR2757388	5680716
ERR2757389	3921848
ERR2757391	6741465
ERR2757392	5201207
ERR2757393	4275722
ERR2757401	4490329
ERR2757404	3116618
ERR2757405	2838570
ERR2757406	5003307
ERR2757407	3899846
ERR2757408	3307611
ERR2757410	4127765
ERR2757411	5710817
ERR2757413	7464827
ERR2757414	5854101
ERR2757415	2851384
ERR2757416	11281048
ERR2757417	3644498
ERR2757418	4847701
ERR2757419	6823781
ERR2757420	4617044
ERR2757421	3329741
SRR2145289	14071777
SRR2145290	9051560
SRR2145291	22960161
SRR2145292	10389209
SRR2145293	7416991
SRR2145294	6887814
SRR2145295	8870737
SRR2145296	9045313
SRR2145297	5961763
SRR2145298	7512793
SRR2145299	12031770
SRR2145300	4750930
SRR2145301	8248313
SRR2145302	5343422
SRR2145303	86167
SRR2145305	14252219
SRR2145306	27594658
SRR2145307	4615503
SRR2145308	4002538
SRR2145311	13344980
SRR2145312	9280568
SRR2145313	12148783
SRR2145314	7500208
SRR2145315	31981
SRR2145317	76415
SRR2145318	13476
SRR2145320	5873519
SRR2145321	8084770
SRR2145322	15787505
SRR2145324	1552387
SRR2145326	13350720
SRR2145327	32952147
SRR2145328	12978710
SRR2145330	5600715
SRR2145331	129743
SRR2145332	1035573
SRR2145333	145323
SRR2145334	792097
SRR2145335	3020537
SRR2145336	3426109
SRR2145338	3839408
SRR2145339	21319283
SRR2145341	18177286
SRR2145342	21302395
SRR2145343	14890123
SRR2145347	28139860
SRR2145350	4533797
SRR2145351	17744827
SRR2145355	15561847
SRR2145357	15438361
SRR2145359	12396578
SRR2145360	6457259
SRR2145361	19209162
SRR2145362	7252238
SRR2145363	3777034
SRR2145364	11021905
SRR2145365	3007466
SRR2145366	6010463
SRR2145367	10173425
SRR2145368	4623025
SRR2145369	11387402
SRR2145370	10539744
SRR2145371	6840228
SRR2145372	5587900
SRR2145373	23425824
SRR2145374	9415862
SRR2145375	9908689
SRR2145376	10504514
SRR2145377	8754621
SRR2145378	5953028
SRR2145379	8906218
SRR2145380	6933520
SRR2145382	3722217
SRR2145383	7487484
SRR2145384	4365812
SRR2145385	14831694
SRR2145387	8962726
SRR2145388	8598539
SRR2145389	7663208
SRR2145390	5943198
SRR2145392	4892961
SRR2145393	7176696
SRR2145394	9912883
SRR2145395	8310916
SRR2145396	7064013
SRR2145397	9529037
SRR2145398	4472050
SRR2145399	4222614
SRR2145400	171276
SRR2145401	4070514
SRR2145402	657885
SRR2145403	38237
SRR2145404	12555547
SRR2145405	15781631
SRR2145406	12239273
SRR2145407	8609611
SRR2145408	6298110
SRR2145409	8304465
SRR2145410	7704266
SRR2145411	5599872
SRR2145412	10145013
SRR2145415	12748477
SRR2145416	1426897
SRR2145417	2754576
SRR2145419	2173662
SRR2145420	671821
SRR2145421	4881973
SRR2145423	6588354
SRR2145424	5562191
SRR2145425	5980364
SRR2145426	7479696
SRR2145427	5592918
SRR2145428	2281625
SRR2145429	5722366
SRR2145431	1354460
SRR2145432	4428488
SRR2145433	3541545
SRR2145434	8450355
SRR2145435	4954222
SRR2145437	2480896
SRR2145438	3665102
SRR2145439	4120873
SRR2145444	5744660
SRR2145445	6495016
SRR2145446	9418719
SRR2145447	8932846
SRR2145449	13939464
SRR2145450	10106534
SRR2145451	15808749
SRR2145452	4305734
SRR2145453	4887072
SRR2145454	9597066
SRR2145455	8809126
SRR2145456	5300241
SRR2145457	11602213
SRR2145458	23061558
SRR2145459	11023922
SRR2145460	10177151
SRR2145461	12792409
SRR2145462	13054274
SRR2145463	10738283
SRR2145465	1073187
SRR2145466	15041850
SRR2145467	2721068
SRR2145473	577384
SRR2145475	8902004
SRR2145476	11419311
SRR2145477	2831956
SRR2145478	11003107
SRR2145483	3058928
SRR2145484	6344407
SRR2145486	5127119
SRR2145488	6627031
SRR2145489	19244700
SRR2145490	7865671
SRR2145491	3102633
SRR2145494	15002661
SRR2145497	3505334
SRR2145499	10414808
SRR2145502	11791406
SRR2145503	9669648
SRR2145505	2312012
SRR2145506	5764680
SRR2145507	2361877
SRR2145511	9229771
SRR2145512	5117518
SRR2145513	5846543
SRR2145514	13453747
SRR2145515	9922139
SRR2145516	1633659
SRR2145517	4016494
SRR2145518	5744969
SRR2145519	4942903
SRR2145520	254465
SRR2145521	6933436
SRR2145522	1876264
SRR2145523	5528553
SRR2145524	1219415
SRR2145525	304908
SRR2145530	13086
SRR2145531	12136435
SRR2145532	4017208
SRR2145533	14660617
SRR2145534	6202363
SRR2145535	5578960
SRR2145540	65979681
SRR2145541	19929365
SRR2145545	1309743
SRR2145548	58895
SRR2145549	21876
SRR2145550	150822
SRR2145551	16977
SRR2145554	9528672
SRR2145556	4879631
SRR2145557	9640955
SRR2145558	6568690
SRR2145562	19961081
SRR2145563	858343
SRR2145564	719408
SRR2145565	10509808
SRR2145566	15124333
SRR2145567	2984881
SRR2145569	4249899
SRR2145570	7832215
SRR2145572	2395016
SRR2145573	3038522
SRR2145574	7259654
SRR2145575	355326
SRR2145576	628206
SRR2145577	8340260
SRR2145578	10910257
SRR2145579	5521631
SRR2145580	8767055
SRR2145581	865138
SRR2145583	3225022
SRR2145584	5616916
SRR2145585	9144297
SRR2145586	9896823
SRR2145587	7095104
SRR2145588	7281847
SRR2145589	7259118
SRR2145590	9732326
SRR2145591	11954571
SRR2145592	10639894
SRR2145594	9314912
SRR2145595	4157170
SRR2145597	14567136
SRR2145599	12827358
SRR2145600	4393188
SRR2145603	3231028
SRR2145605	11927628
SRR2145607	7160434
SRR2145609	3629241
SRR2145610	6649255
SRR2145611	8195262
SRR2145612	5824422
SRR2145614	4586601
SRR2145615	7516289
SRR2145616	5770471
SRR2145617	8225617
SRR2145618	10500731
SRR2145619	5600173
SRR2145620	5078319
SRR2145621	6053175
SRR2145622	5743483
SRR2145626	5180076
SRR2145627	7878505
SRR2145629	5156966
SRR2145631	7304439
SRR2145634	11735244
SRR2145637	5987006
SRR2145638	11634580
SRR2145639	7967303
SRR2145640	3812624
SRR2145641	3822188
SRR2145642	9655103
SRR2145643	8505666
SRR2145644	4470480
SRR2145645	6426782
SRR2145649	9567285
SRR2145650	5853697
SRR2145651	12529222
SRR2145653	10005386
SRR2145656	11063311
SRR2145657	15907956
SRR5883625	12736106
SRR5883626	10237009
SRR5883627	13029395
SRR5883628	11916018
SRR5883629	10975713
SRR5883630	11322144
ERR3592963	1038210
ERR3592964	4921172
ERR3592965	4912619
ERR3592967	5098573
ERR3592968	5085087
ERR3592969	1096189
ERR3592970	1093834
ERR3592971	5044536
ERR3592972	5295274
ERR3592973	5217242
ERR3592974	5204997
ERR3592975	5208514
ERR3592976	5003235
ERR3592977	4964516
ERR3592978	5033825
ERR3592979	5441886
ERR3592980	5430981
ERR3592981	1212392
ERR3592982	5277477
ERR3592983	1200406
ERR3592984	5339168
ERR3592985	5268958
ERR3592986	5382651
ERR3592987	5229124
ERR3592988	5327829
ERR3592989	5626324
ERR3592990	1153587
ERR3592991	5620124
ERR3592992	5111420
ERR3592993	5457702
ERR3592994	5860543
ERR3592995	5713971
ERR3592996	5773007
ERR3592997	6033495
ERR3592998	5355203
ERR3592999	5745130
ERR3593000	5401245
ERR3593001	5780309
ERR3593002	5847676
ERR3593003	5728845
ERR3593004	5703186
ERR3593005	5327142
ERR3593006	5598456
ERR3593007	5682868
ERR3593008	6024687
ERR3593009	5845443
ERR3593010	5840019
ERR3593011	5643722
ERR3593012	6008582
ERR3593013	5879811
ERR3593014	5744848
ERR3593015	5633380
ERR3593016	5911100
ERR3593017	5856939
ERR3593018	5882514
ERR3593019	5926368
ERR3593020	5917731
ERR3593021	6003526
ERR3593022	5806242
ERR3593023	5905018
ERR3593024	5966622
ERR3593025	5821491
ERR3593026	5814043
ERR3593027	5780288
ERR3593028	5701295
ERR3593029	6134757
ERR3593030	5080255
ERR3593031	5964490
ERR3593032	5977517
ERR3593033	6012052
ERR3593034	5057819
ERR3593035	6030094
ERR3593036	5952644
ERR3593037	5830821
ERR3593038	6108710
ERR3593039	6034846
ERR3593040	5971590
ERR3593041	6038436
ERR3593042	6058038
ERR3593043	5812522
ERR3593044	6104614
ERR3593045	6058154
ERR3593046	6110644
ERR3593047	6285580
ERR3593048	6258837
ERR3593049	6244001
ERR3593050	6102319
ERR3593051	5975355
ERR3593052	5642687
ERR3593053	5908692
ERR3593054	6109798
ERR3593055	6090508
ERR3593056	5338857
ERR3593057	6167256
ERR3593058	5932691
ERR3593059	6141316
ERR3593060	5336037
ERR3593061	6229760
ERR3593062	6314081
ERR3593063	6238709
ERR3593064	5922310
ERR3593065	6298347
ERR3593066	6132132
ERR3593067	5793160
ERR3593068	5995993
ERR3593069	6359073
ERR3593070	6536543
ERR3593071	5928305
ERR3593072	6340422
ERR3593073	5789216
ERR3593074	6012009
ERR3593075	6174941
ERR3593076	6408919
ERR3593077	6368444
ERR3593078	6023452
ERR3593079	6032348
ERR3593080	6078732
ERR3593081	6415702
ERR3593082	6085169
ERR3593083	5936623
ERR3593084	6414203
ERR3593085	6061442
ERR3593086	6406367
ERR3593087	6136879
ERR3593088	6175843
ERR3593089	5956490
ERR3593090	6561376
ERR3593091	6736838
ERR3593092	6531051
ERR3593093	5855450
ERR3593094	6320347
ERR3593095	6346592
ERR3593096	6300936
ERR3593097	6621980
ERR3593098	6825599
ERR3593099	6680228
ERR3593100	6517661
ERR3593101	3328457
ERR3593102	6706838
ERR3593103	6205182
ERR3593104	5933004
ERR3593105	6897673
ERR3593106	6731305
ERR3593107	6609160
ERR3593108	6740693
ERR3593109	5839561
ERR3593110	6612239
ERR3593111	6112375
ERR3593112	6203746
ERR3593113	6384189
ERR3593114	6308325
ERR3593115	6586242
ERR3593116	6618995
ERR3593117	6705691
ERR3593118	6311390
ERR3593119	6815848
ERR3593120	6560674
ERR3593121	6368583
ERR3593122	6361574
ERR3593123	6817108
ERR3593124	6874325
ERR3593125	6424501
ERR3593126	6000943
ERR3593127	6887608
ERR3593128	6850661
ERR3593129	6432527
ERR3593130	6955633
ERR3593131	6918480
ERR3593132	6861379
ERR3593133	6687017
ERR3593134	6734903
ERR3593135	6574871
ERR3593136	6752115
ERR3593137	6689676
ERR3593138	3686462
ERR3593139	6999850
ERR3593140	6797319
ERR3593141	7052555
ERR3593142	6854811
ERR3593143	3609974
ERR3593144	3765137
ERR3593145	3750865
ERR3593146	3692092
ERR3593147	3742999
ERR3593148	6767643
ERR3593149	3813508
ERR3593150	3845012
ERR3593151	7066732
ERR3593152	6597705
ERR3593153	7214363
ERR3593154	7074488
ERR3593155	6447808
ERR3593156	6924383
ERR3593157	7171992
ERR3593158	7053975
ERR3593159	7230470
ERR3593160	7179489
ERR3593161	6701671
ERR3593162	6737384
ERR3593163	6585280
ERR3593164	6690703
ERR3593165	7289072
ERR3593166	7347656
ERR3593167	6792821
ERR3593168	6859467
ERR3593169	7407741
ERR3593170	7267385
ERR3593171	7514803
ERR3593172	7524453
ERR3593173	7578546
ERR3593174	7409734
ERR3593175	7760223
ERR3593176	7643094
ERR3593177	7084555
ERR3593178	7700648
ERR3593179	7674930
ERR3593180	7770094
ERR3593181	7822200
ERR3593182	7789589
ERR3593183	7560375
ERR3593184	7697203
ERR3593185	7909560
ERR3593186	7970199
ERR3593187	8973801
ERR3593188	9829191
ERR3593189	8915963
ERR3593190	8848487
ERR3593191	9802995
ERR3593192	9713550
ERR3593193	9154337
ERR3593194	10012019
ERR3593195	9300133
ERR3593196	10612019
ERR3593197	10209118
ERR3593198	10587642
ERR3593199	10488866
ERR3593200	10727070
ERR3593201	10899436
ERR3593202	11338127
ERR3593203	11309474
ERR3593204	11218354
ERR3593205	11466004
ERR3593206	11714197
ERR3593207	11574093
ERR3593208	11483902
ERR3593209	11669529
ERR3593210	11751208
ERR3593211	9552552
ERR3593212	11897123
ERR3593213	9989614
ERR3593214	9453475
ERR3593215	9985407
ERR3593216	9384819
ERR3593217	9842510
ERR3593218	9604605
ERR3593219	9951583
ERR3593220	12156725
ERR3593221	10099259
ERR3593222	11927066
ERR3593223	12133002
ERR3593224	12079574
ERR3593225	9775409
ERR3593226	12275874
ERR3593227	10548232
ERR3593228	10839683
ERR3593229	10676355
ERR3593230	10765748
ERR3593231	10920182
ERR3593232	12277396
ERR3593233	12194067
ERR3593234	12017596
ERR3593235	12147547
ERR3593236	12367947
ERR3593237	12283404
ERR3593238	12170705
ERR3593239	12027950
ERR3593240	11934500
ERR3593241	12212378
ERR3593242	12230521
ERR3593243	12932092
ERR3593244	12111894
ERR3593245	12308268
ERR3593246	12405109
ERR3593247	12394895
ERR3593248	12160877
ERR3593249	12810236
ERR3593250	12075690
ERR3593251	12732824
ERR3593252	12356178
ERR3593253	13039768
ERR3593254	12616386
ERR3593255	12542016
ERR3593256	13250797
ERR3593257	13534360
ERR3593258	13335844
ERR3593259	13674266
ERR3593260	13234008
ERR3593261	13570685
ERR3593262	13502749
ERR3593263	13923492
ERR3593264	13880408
ERR3593265	12545588
ERR3593266	13689848
ERR3593267	13996279
ERR3593268	13952241
ERR3593269	13861676
ERR3593270	12376270
ERR3593271	14073080
ERR3593272	13746085
ERR3593273	12314377
ERR3593274	14095690
ERR3593275	12609997
ERR3593276	12100863
ERR3593277	12000726
ERR3593278	12269723
ERR3593279	12213172
ERR3593280	12749206
ERR3593281	12360695
ERR3593282	13993693
ERR3593283	13797306
ERR3593284	13659037
ERR3593285	13929419
ERR3593286	14630588
ERR3593287	14420401
ERR3593288	14297068
ERR3593289	14608957
ERR3593290	14133670
ERR3593291	14807283
ERR3593292	15560857
ERR3593293	15381625
ERR3593294	13115366
ERR3593295	15301510
ERR3593296	13031843
ERR3593297	15617872
ERR3593298	13365145
ERR3593299	13331624
ERR3593300	15783308
ERR3593301	13453896
ERR3593302	12776932
ERR3593303	12982334
ERR3593304	12680053
ERR3593305	12957699
ERR3593306	13145975
ERR3593307	17943115
ERR3593308	25078103
ERR3593309	22831770
ERR3593310	45859414
ERR3593311	46408126
ERR3593312	47225912
ERR3593313	47299357
ERR3593314	48388476
ERR3593315	48693419
ERR3593443	2023631
ERR3593444	2007339
ERR3593445	1180491
ERR3593446	2137979
ERR3593447	2134810
ERR3593448	1292277
ERR3593449	1267260
ERR3593450	1292222
ERR3593451	1313564
ERR3593452	1316850
ERR3593453	1327117
ERR3593454	1334228
ERR3593455	1347192
ERR3593456	78962
ERR3593457	2372433
ERR3593458	86550
ERR3593459	2345805
ERR3593460	86739
ERR3593461	85613
ERR3593462	88458
ERR3593463	88607
ERR3593464	88884
ERR3593465	89582
ERR3593466	90126
ERR3593467	593178
ERR3593468	271347
ERR3593469	269003
ERR3593470	644004
ERR3593471	285695
ERR3593472	361402
ERR3593473	147388
ERR3593474	287175
ERR3593475	642388
ERR3593476	652411
ERR3593477	633353
ERR3593478	652564
ERR3593479	658505
ERR3593480	662176
ERR3593481	666090
ERR3593482	3218079
ERR3593483	159530
ERR3593484	387619
ERR3593485	783405
ERR3593486	159659
ERR3593487	161823
ERR3593488	156963
ERR3593489	781930
ERR3593490	387799
ERR3593491	74844
ERR3593492	99831
ERR3593493	381794
ERR3593494	162907
ERR3593495	74261
ERR3593496	163570
ERR3593497	394004
ERR3593498	164324
ERR3593499	394379
ERR3593500	397609
ERR3593501	1433157
ERR3593502	165665
ERR3593503	398039
ERR3593504	2811592
ERR3593505	402879
ERR3593506	2792223
ERR3593507	3513452
ERR3593508	321156
ERR3593509	1507026
ERR3593510	319910
ERR3593511	824049
ERR3593512	2113725
ERR3593513	78156
ERR3593514	822369
ERR3593515	77770
ERR3593516	2105427
ERR3593517	1504074
ERR3593518	3445849
ERR3593519	1527631
ERR3593520	302609
ERR3593521	1485052
ERR3593522	3564293
ERR3593523	263951
ERR3593524	3506129
ERR3593525	1531320
ERR3593526	6061136
ERR3593527	2960997
ERR3593528	3599499
ERR3593529	3574562
ERR3593530	301884
ERR3593531	1540987
ERR3593532	1544771
ERR3593533	2959909
ERR3593534	3900664
ERR3593535	324202
ERR3593536	1559225
ERR3593537	3875628
ERR3593538	335687
ERR3593539	3611124
ERR3593540	3647945
ERR3593541	321486
ERR3593542	336799
ERR3593543	2217800
ERR3593544	316465
ERR3593545	316085
ERR3593546	2220530
ERR3593547	1459020
ERR3593548	4326838
ERR3593549	285406
ERR3593550	6483678
ERR3593551	1450441
ERR3593552	4087810
ERR3593553	4076235
ERR3593554	283920
ERR3593555	290220
ERR3593556	279923
ERR3593557	6387277
ERR3593558	6480595
ERR3593559	289954
ERR3593560	6600997
ERR3593561	310564
ERR3593562	291877
ERR3593563	6595582
ERR3593564	6646352
ERR3593565	292053
ERR3593566	329479
ERR3593567	296209
ERR3593568	85163
ERR3593569	1535146
ERR3593570	6674013
ERR3593571	1532611
ERR3593572	6734534
ERR3593573	679600
ERR3593574	336252
ERR3593575	86268
ERR3593576	1752933
ERR3593577	4730149
ERR3593578	4830524
ERR3593579	4794352
ERR3593580	955601
ERR3593581	952016
ERR3593582	494576
ERR3593583	4631401
ERR3593584	931524
ERR3593585	4341341
ERR3593586	3281644
ERR3593587	369847
ERR3593588	4801566
ERR3593589	915448
ERR3593590	364860
ERR3593591	4429492
ERR3593592	3228380
ERR3593593	21789
ERR3593594	4724565
ERR3593595	5027884
ERR3593596	21773
ERR3593597	4998585
ERR3593598	4807416
ERR3593599	4854574
ERR3593600	727968
ERR3593601	345340
ERR3593602	4880594
ERR3593603	4921107
ERR3593604	1004430
ERR3593605	999225
ERR3593606	5083911
ERR3593607	5082232
ERR3593608	726152
ERR3593609	714401
ERR3593610	737647
ERR3593611	2483140
ERR3593612	740015
ERR3593613	744729
ERR3593614	22973
ERR3593615	340808
ERR3593616	352271
ERR3593617	544543
ERR3593618	347815
ERR3593619	745628
ERR3593620	353455
ERR3593621	1952080
ERR3593622	356438
ERR3593623	23291
ERR3593624	753957
ERR3593625	5278539
ERR3593626	2451918
ERR3593627	361031
ERR3593628	5265171
ERR3593629	362217
ERR3593630	3358592
ERR3593631	553233
ERR3593632	552266
ERR3593633	544180
ERR3593634	534479
ERR3593635	555592
ERR3593636	1911166
ERR3593637	1984685
ERR3593638	1955464
ERR3593639	2000324
ERR3593640	562614
ERR3593641	1988569
ERR3593642	564546
ERR3593643	1724372
ERR3593644	2019965
ERR3593645	1070744
ERR3593646	2038787
ERR3593647	1094975
ERR3593648	1714845
ERR3593649	5617560
ERR3593650	3741956
ERR3593651	5801468
ERR3593652	5529197
ERR3593653	25643
ERR3593654	25306
ERR3593655	5766197
ERR3593656	3672624
ERR3593657	3808384
ERR3593658	3750227
ERR3593659	3814457
ERR3593660	3839865
ERR3593661	3866761
ERR3593662	3900557
ERR3593663	2808576
ERR3593664	15882648
ERR3593665	16636418
ERR3593666	16607165
ERR3593667	15398052
ERR3593668	15807927
ERR3593669	15769152
ERR3593803	4807699
ERR3593805	3935352
ERR3593807	3941817
ERR3593808	3973343
ERR3593810	4883327
ERR3593811	4797686
ERR3593812	3997916
ERR3593813	4882624
ERR3593814	4920869
ERR3593815	4032433
ERR3593816	4939400
ERR3593817	4987657
ERR3593819	2578728
ERR3593821	2617462
ERR3593822	2570232
ERR3593823	2649608
ERR3593824	2629481
ERR3593825	2665985
ERR3593826	2688416
ERR3593827	5065876
ERR3593828	5231007
ERR3593829	4968773
ERR3593830	5139149
ERR3593831	5056551
ERR3593832	5140579
ERR3593833	5177684
ERR3593834	5218644
ERR3593835	3449918
ERR3593836	5257161
ERR3593837	3433318
ERR3593838	5627283
ERR3593839	3599364
ERR3593840	5725953
ERR3593841	5710052
ERR3593842	5693753
ERR3593843	5549040
ERR3593844	5625038
ERR3593845	3592926
ERR3593846	3654187
ERR3593847	5029268
ERR3593848	3560020
ERR3593849	3647687
ERR3593850	5775344
ERR3593851	3677774
ERR3593852	5828859
ERR3593853	2106840
ERR3593854	3687197
ERR3593855	2096378
ERR3593856	3723614
ERR3593857	5399986
ERR3593858	2176653
ERR3593859	3803745
ERR3593860	2172174
ERR3593861	5509879
ERR3593862	5561511
ERR3593863	5672607
ERR3593864	5641123
ERR3593865	4100911
ERR3593866	5286604
ERR3593867	5639182
ERR3593868	5605091
ERR3593869	2245095
ERR3593870	3744723
ERR3593871	4993256
ERR3593872	3881997
ERR3593873	3899924
ERR3593874	4976872
ERR3593875	3882668
ERR3593876	5914387
ERR3593877	3822529
ERR3593878	5902726
ERR3593879	5828674
ERR3593880	5806287
ERR3593881	5869635
ERR3593882	2325957
ERR3593883	5576243
ERR3593884	3945667
ERR3593885	5851347
ERR3593886	3982201
ERR3593887	5157860
ERR3593888	5144469
ERR3593889	115185
ERR3593890	5463147
ERR3593891	114589
ERR3593892	5660569
ERR3593893	3599282
ERR3593894	5709415
ERR3593895	5669326
ERR3593896	5793205
ERR3593897	3593956
ERR3593898	5593342
ERR3593899	4545050
ERR3593900	119507
ERR3593901	119163
ERR3593902	5270241
ERR3593903	5635093
ERR3593904	5773576
ERR3593905	5592134
ERR3593906	6310452
ERR3593907	5809852
ERR3593908	6143835
ERR3593909	5432672
ERR3593910	5109923
ERR3593911	3726574
ERR3593912	4462171
ERR3593913	3714541
ERR3593914	5692047
ERR3593915	5085861
ERR3593916	5898992
ERR3593917	4631473
ERR3593918	5945146
ERR3593919	5910501
ERR3593920	5824948
ERR3593921	4668589
ERR3593922	4638155
ERR3593923	4570044
ERR3593924	6375369
ERR3593925	5238403
ERR3593926	6336419
ERR3593927	4281949
ERR3593928	5265801
ERR3593929	6359347
ERR3593930	6367608
ERR3593931	6003814
ERR3593932	4705771
ERR3593933	5870820
ERR3593934	6048058
ERR3593935	4745803
ERR3593936	5854324
ERR3593937	6222939
ERR3593938	6269255
ERR3593939	124770
ERR3593940	3862877
ERR3593941	5327501
ERR3593942	3969211
ERR3593943	128085
ERR3593944	6662609
ERR3593945	4593214
ERR3593946	5530326
ERR3593947	6654898
ERR3593948	4582382
ERR3593949	4517105
ERR3593950	4669139
ERR3593951	4670533
ERR3593952	5535123
ERR3593953	5508630
ERR3593954	4716237
ERR3593955	4719306
ERR3593956	4767480
ERR3593957	6178958
ERR3593958	6358362
ERR3593959	5660868
ERR3593960	5686506
ERR3593961	7204342
ERR3593962	5230501
ERR3593963	5214182
ERR3593964	5776079
ERR3593965	7113569
ERR3593966	5636127
ERR3593967	6205629
ERR3593968	5365028
ERR3593969	5616471
ERR3593970	5979637
ERR3593971	5389674
ERR3593972	6778406
ERR3593973	6756197
ERR3593974	5847161
ERR3593975	5828038
ERR3593976	6967005
ERR3593977	6704341
ERR3593978	5515361
ERR3593979	7004542
ERR3593980	6988287
ERR3593981	5693766
ERR3593982	5045945
ERR3593983	6591676
ERR3593984	7337459
ERR3593985	6680573
ERR3593986	6792206
ERR3593987	6813809
ERR3593988	6856357
ERR3593989	6892777
ERR3593990	7398605
ERR3593991	7315896
ERR3593992	6198486
ERR3593993	6023555
ERR3593994	7422056
ERR3593995	7444563
ERR3593996	7236496
ERR3593997	6965587
ERR3593998	5317943
ERR3593999	7484151
ERR3594000	5287609
ERR3594001	5258128
ERR3594002	7554431
ERR3594003	5300328
ERR3594004	5386413
ERR3594005	5381178
ERR3594006	5417898
ERR3594007	5239568
ERR3594008	7272306
ERR3594009	5433595
ERR3594010	7481914
ERR3594011	5493369
ERR3594012	5474265
ERR3594013	5459910
ERR3594014	5855543
ERR3594015	5729247
ERR3594016	5756033
ERR3594017	8711850
ERR3594018	13780025
ERR3594019	17743238
ERR3594020	415531
ERR3594021	11734056
ERR3594022	25882804
ERR3594023	21663463
ERR3594024	39056857
ERR3594025	39900355
