Sample	Counts
ERR1398199	9499709
ERR1398200	9299872
ERR1398201	12677897
ERR1398202	16638526
ERR1398203	15493225
ERR1398204	11514340
ERR1398205	16009234
ERR1398206	8228772
ERR1398207	11165105
ERR1398208	13753536
ERR1398209	12577237
ERR1398210	20162366
ERR1398211	11010105
ERR1398212	8046645
ERR1398213	7219406
ERR1398214	7843130
ERR1398215	16090331
ERR1398216	14796119
ERR1398217	9432026
ERR1398218	16422741
ERR1398219	18077787
ERR1398220	12366442
ERR1398221	9331561
ERR1398222	14224704
ERR1398223	11185440
ERR1398224	11704938
ERR1398225	12042916
ERR1398226	14611234
ERR1398227	16067198
ERR1398228	9104772
ERR1398229	12091569
ERR1398230	18357125
ERR1398231	12390182
ERR1398232	17944671
ERR1398233	17462233
ERR1398234	15141031
ERR1398235	14964221
ERR1398236	17087550
ERR1398237	13350273
ERR1398238	15258755
ERR1398239	14034287
ERR1398240	12382962
ERR1398241	9742078
ERR1398242	13942175
ERR1398243	15826866
ERR1398244	16539179
ERR1398245	11865154
ERR1398246	15540782
ERR1398247	11260246
ERR1398248	15062990
ERR1398249	18340749
ERR1398250	15243762
ERR1398251	21720424
ERR1398252	10008400
ERR1398253	17217808
ERR1398254	11353531
ERR1398255	18309686
ERR1398256	18532257
ERR1398257	11791035
ERR1398258	19409611
ERR1398259	17168776
ERR1398260	11856538
ERR1398261	11595917
ERR1398262	14029866
ERR1398263	13531899
ERR209071	2895179
ERR209072	3015486
ERR209245	6416426
ERR209254	9885294
ERR209280	1434854
ERR209286	1708944
ERR209356	2474323
ERR209359	2698919
ERR209363	5855564
ERR209368	2328805
ERR209371	3192698
ERR209377	1426325
ERR209388	8421775
ERR209403	1911921
ERR209435	3306707
ERR209451	9152105
ERR209452	13858725
ERR209453	12875967
ERR209454	7783711
ERR209455	7343308
ERR209456	4002113
ERR209457	8871881
ERR209458	5614904
ERR209459	2250433
ERR209460	10622872
ERR209461	6685329
ERR209465	7539016
ERR209469	4082714
ERR209470	3050599
ERR209471	4423842
ERR209472	4437044
ERR209473	4539294
ERR209474	3490321
ERR209475	6088606
ERR209476	2142793
ERR209477	3286325
ERR209478	3242404
ERR209479	4449047
ERR209480	12096164
ERR209481	4054172
ERR209483	10015671
ERR209484	2626943
ERR209496	2405455
ERR209500	8611054
ERR209502	9473825
ERR209506	5638454
ERR209507	5925535
ERR209508	3850068
ERR209509	2663821
ERR209514	8148651
ERR209515	4750197
ERR209516	5200377
ERR209517	6513332
ERR209518	16567215
ERR209519	9107429
ERR209523	9228172
ERR209527	14377908
ERR209528	19410825
ERR209533	10456031
ERR209536	7521735
ERR209537	12295664
ERR209540	7916817
ERR209543	6545197
ERR209546	11980210
ERR209549	14389288
ERR209553	7475827
ERR209556	13938659
ERR209560	7104654
ERR209563	13023913
ERR209566	12439641
ERR209569	13281043
ERR209570	14277865
ERR209574	9443990
ERR209578	6405973
ERR209579	20685189
ERR209580	20389880
ERR209581	12677875
ERR209582	11749709
ERR209583	4211918
ERR209584	4109985
ERR209587	8246239
ERR209589	10221613
ERR209590	8101358
ERR209593	8352310
ERR209596	7771492
ERR209599	10658042
ERR209600	14300961
ERR209601	8793694
ERR209603	17856070
ERR209604	18152704
ERR209605	10958820
ERR209606	11994017
ERR209607	14658895
ERR209608	15258402
ERR209609	11947024
ERR209611	13657694
ERR209612	15994090
ERR209613	10716205
ERR209616	10633989
ERR209617	12010846
ERR209618	5247076
ERR209619	10295643
ERR209620	10690780
ERR209621	12814965
ERR209623	7735352
ERR209624	8301778
ERR209625	12129960
ERR209626	9693904
ERR209629	4995659
ERR209632	4373992
ERR209635	10348197
ERR209637	9489540
ERR209640	13842421
ERR209643	9964109
ERR209644	10444995
ERR209646	9845383
ERR209648	10471256
ERR209650	10535745
ERR209651	10596649
ERR209653	9173842
ERR209654	11164262
ERR209655	7843079
ERR209656	13190630
ERR209657	9293076
ERR209659	12329466
ERR209660	10479180
ERR209661	9746435
ERR209662	10219623
ERR209663	13079276
ERR209664	16840486
ERR209665	15267093
ERR209666	6800458
ERR209667	9766456
ERR209668	6992032
ERR209669	7717308
ERR209670	12949004
ERR209671	13997568
ERR209673	4813948
ERR209674	6416730
ERR209675	10850618
ERR209678	13412300
ERR209679	4057627
ERR209692	12111010
ERR209693	13756386
ERR209694	11272905
ERR209695	16536412
ERR209696	8804571
ERR209697	14490589
ERR209698	8536892
ERR209699	14005913
ERR209700	7293474
ERR209701	12455966
ERR209702	4937277
ERR209703	7957404
ERR209706	14659681
ERR209707	15668662
ERR209708	8669469
ERR209709	14656573
ERR209710	8537969
ERR209711	12627322
ERR209712	5255813
ERR209713	7929420
ERR209714	10965283
ERR209715	16890653
ERR209716	14673969
ERR209717	16807434
ERR209718	13721222
ERR209719	9399119
ERR209720	15109538
ERR209721	9434335
ERR209722	9587189
ERR209726	11029429
ERR209727	6862443
ERR209728	9613255
ERR209729	15080603
ERR209730	14732132
ERR209731	8650985
ERR209732	12236313
ERR209733	10423772
ERR209734	14925542
ERR209735	5230559
ERR209736	12114935
ERR209739	14412846
ERR209740	12466645
ERR209741	19736393
ERR209742	16823557
ERR209745	8996996
ERR209746	13640101
ERR209747	16784741
ERR209748	9283478
ERR209749	14369019
ERR209756	13310876
ERR209757	4287227
ERR209758	4743200
ERR209759	9284647
ERR209761	12883340
ERR209762	13662159
ERR209763	2028690
ERR209764	8130700
ERR209765	9214812
ERR209768	5036497
ERR209769	5189288
ERR209772	14240937
ERR209773	18472434
ERR209776	6437591
ERR209777	8068704
ERR209782	3420817
ERR209783	4199087
ERR209788	9886725
ERR209791	5377901
ERR209792	7497652
ERR209793	5145221
ERR209795	2742341
ERR209796	3250295
ERR209797	7996976
ERR209800	5223237
ERR209802	16048882
ERR209803	7619291
ERR209804	9726854
ERR209806	8851317
ERR209807	5448062
ERR209808	5899598
ERR209809	9641554
ERR209810	11834475
ERR209812	12970301
ERR209814	10881050
ERR209815	13037694
ERR209816	15191879
ERR209817	12743169
ERR209818	13588638
ERR209819	7872180
ERR209820	9185147
ERR209823	6460290
ERR209824	7490468
ERR209825	11580705
ERR209826	13620616
ERR209827	6795731
ERR209828	7106212
ERR209829	9358822
ERR209830	9792391
ERR209832	6553868
ERR209833	9876106
ERR209834	9337948
ERR209835	10060459
ERR209837	12996383
ERR2098370	4233122
ERR2098371	3364672
ERR2098372	3852987
ERR2098373	5158922
ERR2098374	4878111
ERR2098375	2020089
ERR2098376	2482325
ERR2098377	4956166
ERR2098378	246375
ERR2098379	4573069
ERR209839	7097140
ERR2098390	4271080
ERR2098391	2859183
ERR2098392	1716864
ERR2098393	1899837
ERR2098394	656295
ERR2098395	424111
ERR2098396	282532
ERR2098397	822217
ERR2098398	4893131
ERR2098399	4548354
ERR209840	13113306
ERR2098400	4685400
ERR2098401	4423723
ERR2098402	2134931
ERR2098403	2290909
ERR2098404	1286558
ERR2098405	2117841
ERR2098406	215898
ERR2098407	165624
ERR2098408	4326439
ERR2098409	4623515
ERR209841	8243778
ERR2098410	1313981
ERR2098411	1445942
ERR209842	9084095
ERR209843	12088320
ERR209844	6458922
ERR209845	6054334
ERR209846	14989330
ERR209848	7155010
ERR209849	13883220
ERR209850	14387837
ERR209852	14976522
ERR209853	11877634
ERR209854	7118882
ERR209855	6812978
ERR209856	5776946
ERR209857	5452797
ERR209858	4977035
ERR209859	4968232
ERR209860	10917489
ERR209861	5689860
ERR209862	6012967
ERR209863	8657691
ERR209865	7567236
ERR209866	2619770
ERR209867	7327520
ERR209870	4378056
ERR209871	5110787
ERR209872	3725291
ERR209873	7690851
ERR209874	8894234
ERR209875	11684913
ERR209876	12440336
ERR209877	4333270
ERR209878	8481267
ERR209879	10260763
ERR209880	4370653
ERR209881	8625397
ERR209882	10252753
ERR209883	3724982
ERR209884	7428739
ERR209885	9194011
ERR209886	3399993
ERR209887	6492318
ERR209888	7981257
ERR209889	10434339
ERR209890	12601199
ERR209891	5632433
ERR209892	6760813
ERR209893	7147434
ERR209894	8566840
ERR209897	10272553
ERR209898	16375732
ERR209899	7033890
ERR209900	11141250
ERR2014711	2207717
ERR2014712	883913
ERR2014713	1071911
ERR2014714	762440
ERR2014715	1242195
ERR2198611	53932267
ERR2198612	54445308
ERR2198613	47366246
ERR2198614	43173605
ERR2198615	68651606
ERR2198616	53093891
ERR2198617	69721211
ERR2198618	65518605
ERR2198619	48152830
ERR2198620	72706889
ERR2198621	42660486
ERR2198622	34775771
ERR2198623	39763029
ERR2198624	39368686
ERR2198625	63374548
ERR2198626	63706493
ERR2198627	56006080
ERR2198628	56496974
ERR2198629	58059202
ERR2198630	98668284
ERR2198631	51440399
ERR2198632	50399416
ERR2198633	40388292
ERR2198634	42724341
ERR2198635	3476702
ERR2198636	29242702
ERR2198637	28449726
ERR2198638	29300068
ERR2198639	29431582
ERR2198640	29740123
ERR2198641	22246546
ERR2198642	29248128
ERR2198643	34047739
ERR2198644	26438423
ERR2198645	33008190
ERR2198646	31403762
ERR2198647	29840967
ERR2198648	31214440
ERR2198649	35284542
ERR2198650	33552643
ERR2198651	30347874
ERR2198652	38933283
ERR2198653	33303100
ERR2198654	24304647
ERR2198655	30883311
ERR2198656	29641923
ERR2198657	36715951
ERR2198658	19543569
ERR2198659	38063712
ERR2198660	16396787
ERR2198661	16829965
ERR2198662	27472288
ERR2198663	18173917
ERR2198664	18994323
ERR2198665	19247411
ERR2198666	30530888
ERR2198667	34496659
ERR2198668	29470003
ERR2198669	27433174
ERR2198670	31275624
ERR2198671	32644147
ERR2198672	32620019
ERR2198673	19935871
ERR2198674	19721178
ERR2198675	16435259
ERR2198676	12237191
ERR2198677	34962656
ERR2198678	12981553
ERR2198679	13744809
ERR2198680	19441341
ERR2198681	25763070
ERR2198682	17271854
ERR2198683	32139848
ERR2198685	20954110
ERR2198686	19815530
ERR2198687	23719459
ERR2198688	22605164
ERR2198689	5723572
ERR2198691	36865982
ERR2198692	25282681
ERR2198693	7699211
ERR2198694	14717676
ERR2198695	13312496
ERR2198696	22868145
ERR2198697	16916408
ERR2198698	28893627
ERR2198699	24858408
ERR2198700	21396291
ERR2198701	16300350
ERR2198702	16673534
ERR2198703	20115801
ERR2198704	18999177
ERR2198705	22788323
ERR2198706	27119205
ERR2198707	38087109
ERR2198708	26498896
ERR2198709	36340756
ERR2198710	26151873
ERR2198711	26389049
ERR2198712	23883569
ERR2198713	19792495
ERR2198714	32756587
ERR2198715	24209399
ERR2198716	8415151
ERR2198717	6055570
ERR2198718	29742279
ERR2198719	32538595
ERR2198720	26282665
SRR5947807	7760441
SRR5947808	15083396
SRR5947809	6020658
SRR5947810	8681135
SRR5947811	5834127
SRR5947812	5040185
SRR5947813	10407221
SRR5947814	5121090
SRR5947815	8027640
SRR5947816	6594273
SRR5947817	13177146
SRR5947820	14335615
SRR5947821	5380784
SRR5947822	14929553
SRR5947823	16580037
SRR5947824	5267917
SRR5947826	8795011
SRR5947827	11806259
SRR5947828	2115803
SRR5947829	6182614
SRR5947830	5352297
SRR5947831	7319620
SRR5947832	7278234
SRR5947834	3084336
SRR5947835	12030436
SRR5947836	8360713
SRR5947838	5805168
SRR5947839	2643978
SRR5947840	13148561
SRR5947841	8905163
SRR5947842	5274641
SRR5947845	6597274
SRR5947846	7807278
SRR5947847	6063476
SRR5947848	10049194
SRR5947849	8638020
SRR5947850	9882662
SRR5947851	10100044
SRR5947852	14486503
SRR5947853	9030961
SRR5947854	14122983
SRR5947855	12569535
SRR5947857	10070964
SRR5947858	9480729
SRR5947859	11148917
SRR5947860	9885373
SRR5947862	6024474
SRR5947863	8134455
SRR5947864	4956878
SRR5947865	11103027
SRR5947866	13834893
SRR5947867	10464297
SRR5947868	12118100
SRR5947869	9056082
SRR5947870	8984918
SRR5947871	12227227
SRR5947872	7852536
SRR5947873	8367951
SRR5947874	5390804
SRR5947875	6407169
SRR5947876	9299330
SRR5947877	6887485
SRR5947878	9200151
SRR5947879	5474354
SRR5947880	11808241
SRR5947882	15996924
SRR5947883	10776374
SRR5947884	10735687
SRR5983264	6367991
SRR5983265	12763452
SRR5983266	9285704
SRR5983267	16452671
SRR5983268	4740162
SRR5983269	9440247
SRR5983270	5695105
SRR5983271	9141063
SRR5983272	7167032
SRR5983274	5576377
SRR5983276	4874141
SRR5983277	7573427
SRR5983278	6645703
SRR5983280	4087495
SRR5983282	2585470
SRR5983284	7965419
SRR5983285	3708754
SRR5983286	8165590
SRR5983290	10307201
SRR5983293	7298862
SRR5983294	4910864
SRR5983295	6025422
SRR5983296	6143631
SRR5983297	8037565
SRR5983298	8436971
SRR5983299	7297330
SRR5983300	6206059
SRR5983301	9628721
SRR5983302	4977232
SRR5983303	11528424
SRR5983304	4681063
SRR5983305	10797518
SRR5983306	9989490
SRR5983307	6066278
SRR5983308	8258495
SRR5983309	13059885
SRR5983310	10431313
SRR5983311	4895038
SRR5983312	8125374
SRR5983313	18412303
SRR5983315	6138810
SRR5983317	6156477
SRR5983318	9203980
SRR5983319	6472267
SRR5983320	4477867
SRR5983322	2932877
SRR5983323	2464554
SRR5983324	6021183
SRR5983325	9111732
SRR5983326	13958827
SRR5983327	11835142
SRR5983328	8797250
SRR5983329	8365005
SRR5983330	9417315
SRR5983332	9190604
SRR5983333	5167696
SRR5983334	11747791
SRR5983335	7095957
SRR5983337	12872669
SRR5983338	8301560
SRR5983340	9297151
SRR5983343	9901826
SRR5983344	12805766
SRR5983345	4328471
SRR5983346	9619956
SRR5983347	11737466
SRR5983349	2041769
SRR5983351	4043582
SRR5983352	6759042
SRR5983354	4074212
SRR5983355	4232996
SRR5983357	5508444
SRR5983358	13595539
SRR5983359	7550756
SRR5983360	7763037
SRR5983362	10762540
SRR5983363	6676315
SRR5983367	12093904
SRR5983368	6177262
SRR5983369	11186190
SRR5983370	3512387
SRR5983371	6162315
SRR5983372	5362133
SRR5983373	5339599
SRR5983375	7381447
SRR5983378	8891565
SRR5983379	4052391
SRR5983380	3805929
SRR5983381	8566472
SRR5983384	6271707
SRR5983386	4581399
SRR5983387	18759353
SRR5983388	8125536
SRR5983389	12785742
SRR5983390	8190110
SRR5983391	14871980
SRR5983392	14120379
SRR5983393	10910357
SRR5983394	12783503
SRR5983395	13852996
SRR5983396	7922830
SRR5983398	6710460
SRR5983399	2945678
SRR5983400	8568085
SRR5983401	5187724
SRR5983402	5505649
SRR5983403	2473272
SRR5983404	4874070
SRR5983405	5931199
SRR5983407	3473254
SRR5983409	10227245
SRR5983410	8439446
SRR5983411	6024357
SRR5983412	5770174
SRR5983413	7608162
SRR5983414	11460568
SRR5983415	13614998
SRR5983416	10503435
SRR5983418	3827161
SRR5983419	4165274
SRR5983421	5591633
SRR5983422	5875483
SRR5983425	2985594
SRR5983427	6034922
SRR5983428	10182934
SRR5983429	8975294
SRR5983430	9481683
SRR5983432	6486284
SRR5983433	5284768
SRR5983435	5898187
SRR5983436	5963101
SRR5983437	6272268
SRR5983438	8188734
SRR5983439	7384465
SRR5983440	5005701
SRR5983441	10698262
SRR5983444	6503898
SRR5983446	11518877
SRR5983447	8536054
SRR5983448	5428857
SRR5983449	14995193
SRR5983450	7781786
SRR5983451	4772455
SRR5983452	17278647
SRR5983453	10178182
SRR5983454	8912311
SRR5983455	7148157
SRR5983456	7519811
SRR5983457	9539792
SRR5983458	16774700
SRR5983460	10966551
SRR5983461	9960266
SRR5983462	6348806
SRR5983463	14348295
SRR5983464	3862111
SRR5983466	4848022
SRR5983468	9390505
SRR5983469	10000351
SRR5983471	10897005
SRR5983472	9449143
SRR5983473	12195142
SRR5983474	6589130
SRR5983475	6973542
SRR5983476	3904731
SRR5983477	10360703
SRR5983478	11161846
SRR5983480	9690508
SRR5983481	10496861
SRR5983482	5641850
SRR5983483	4445770
SRR5983485	8497834
ERR2784684	4306723
ERR2784685	4187266
ERR2784692	2719019
ERR2784693	2600913
ERR2784694	2457231
ERR2784700	3232033
ERR2784724	3928032
ERR2784725	3718382
ERR2784740	4706207
ERR2784741	4538416
ERR2784792	3865926
ERR2784800	3228968
ERR2784824	3057371
ERR2784825	2937692
ERR2784826	2779985
ERR2806347	8627442
ERR2806348	12822403
ERR2806349	9013634
ERR2806350	8417301
ERR2806351	13436999
ERR2806352	9350357
ERR2806353	9088669
ERR2806354	14496678
ERR2806355	12321778
ERR2806357	7237446
ERR2806358	13484832
SRR6060195	36492621
SRR6060196	45806272
SRR6060197	26322394
SRR6060198	28527486
SRR6060199	39819113
SRR6060200	39017637
SRR6060201	50072084
SRR6060202	26392042
SRR6060203	45779610
SRR6060204	17513355
SRR6060205	28580556
SRR6060206	19610419
SRR6060207	40824387
SRR6060208	19539216
SRR6060209	22877033
SRR6060210	27867638
SRR6060211	25560366
SRR6060212	32966741
SRR6060213	25239432
SRR6060214	33761872
SRR6060215	19680630
SRR6060216	19196541
SRR6060217	10146312
SRR6060218	15505970
ERR2868064	1203995
ERR2868065	1033448
ERR2868066	1452063
ERR2868070	4083371
ERR2868071	1345009
ERR2868073	633925
ERR2868074	930769
ERR2868075	30403
ERR2868093	1096997
ERR1912946	3951311
ERR1912947	5068953
ERR1912948	4293948
ERR1912949	3492939
ERR1912950	3606689
ERR1912953	3956356
ERR1912954	3923378
ERR1912955	3931572
ERR1912956	3888084
ERR1912957	4368359
ERR1912958	3463399
ERR1912959	4395121
ERR1912960	3795660
ERR1912961	2811341
ERR1912962	3775362
ERR1912963	3154270
ERR1912965	2070464
ERR1912967	3127827
ERR1912968	3113136
ERR1912969	3130112
ERR1912970	3089093
ERR1912971	7826392
ERR1912972	4844088
ERR1912973	4824649
ERR1912974	4748664
ERR1912975	4724480
ERR1912977	2852931
ERR1912979	4683922
ERR1912980	4557302
ERR1912981	4529735
ERR1912982	4551334
ERR1912984	3018579
ERR1912986	3350789
ERR1912987	4337096
ERR1912988	3713250
ERR1912989	4657534
ERR1912990	9652109
ERR1912995	1705224
ERR1912996	1423354
ERR1912997	8203195
ERR1912998	3953215
ERR1912999	3966209
ERR1913000	3928247
ERR1913001	3962170
ERR1913002	3501188
ERR1913003	3402042
ERR1913004	3378577
ERR1913005	3401087
ERR1913006	13082121
ERR1913007	4257077
ERR1913008	5619636
ERR1913009	4692173
ERR1913010	4500575
ERR1913011	4494857
ERR1913012	4566754
ERR1913013	4441337
ERR1913015	4324385
ERR1913017	4096283
ERR1913018	4108935
ERR1913019	4060822
ERR1913020	4075972
ERR1913021	2572062
ERR1913022	2659628
ERR1913025	4119672
ERR1913026	3992010
ERR1913027	3958327
ERR1913028	3981419
ERR1913029	2826422
ERR1913030	3645578
ERR1913031	3083715
ERR1913032	3425937
ERR1913033	3535194
ERR1913036	5477677
ERR1913037	1960565
ERR1913038	2671694
ERR1913039	2248722
ERR1913045	4529317
ERR1913046	3758441
ERR1913048	2722056
ERR1913049	2270278
ERR1913050	3517360
ERR1913051	3510428
ERR1913052	3448500
ERR1913053	3481691
ERR1913055	3656151
ERR1913058	2420350
ERR1913061	4153179
ERR1913062	3459010
ERR1913063	7975564
ERR1913064	3068389
ERR1913065	3068389
ERR1913066	3077119
ERR1913067	3043494
ERR1913068	3061160
ERR1913069	4120086
ERR1913070	4132773
ERR1913071	4175429
ERR1913072	4109257
ERR1913074	3063667
ERR1913076	4621611
ERR1913077	4475784
ERR1913078	4437311
ERR1913079	4468118
ERR1913080	4459080
ERR1913081	4437198
ERR1913082	4385208
ERR1913083	4362411
ERR1913084	3953090
ERR1913085	3808301
ERR1913086	3789727
ERR1913087	3839427
ERR1913088	3531378
ERR1913089	3655592
ERR1913092	3482190
ERR1913093	3456929
ERR1913094	3441186
ERR1913095	3418720
ERR1913096	5935009
ERR1913097	5917403
ERR1913098	5809882
ERR1913099	5790287
ERR1913100	2392930
ERR1913101	2325365
ERR1913102	2325647
ERR1913103	2340447
ERR1913104	4693603
ERR1913105	4677721
ERR1913106	4601352
ERR1913107	4631949
ERR1913109	3196075
ERR1913110	2663416
ERR1913115	9607870
ERR1913116	3734193
ERR1913117	4820611
ERR1913118	4080270
ERR1913120	2825788
ERR1913122	6636350
ERR1913123	6610492
ERR1913124	6583441
ERR1913125	6565144
ERR1913126	4720515
ERR1913127	10335185
SRR6028163	7003168
SRR6028164	2875348
SRR6028165	4952434
SRR6028166	4647167
SRR6028167	5448644
SRR6028168	3147228
SRR6028169	4870275
SRR6028170	3132545
SRR6028171	3222417
SRR6028172	4809747
SRR6028173	5025118
SRR6028174	4823530
SRR6028175	4741098
SRR6028177	6607522
SRR6028179	4101952
SRR6028180	4453532
SRR6028181	6410402
SRR6028183	4746984
SRR6028184	3457739
SRR6028185	4455423
SRR6028186	4322644
SRR6028187	3415048
SRR6028188	3311914
SRR6028189	3598668
SRR6028190	4756886
SRR6028191	4722397
SRR6028192	4810173
SRR6028193	3047171
SRR6028194	3674879
SRR6028196	2353962
SRR6028197	4620108
SRR6028198	3812952
SRR6028199	2374599
SRR6028200	6821271
SRR6028202	3837679
SRR6028203	2935494
SRR6028204	1907003
SRR6028205	3070090
SRR6028206	4743815
SRR6028207	8031964
SRR6028208	3334772
SRR6028209	4546767
SRR6028210	5213955
SRR6028211	2969995
SRR6028212	2769926
SRR6028213	3354048
SRR6028214	4551653
SRR6028217	4594115
SRR6028218	4386283
SRR6028219	6782775
SRR6028220	2835271
SRR6028221	11268601
SRR6028222	4697960
SRR6028224	5586999
SRR6028225	4786140
SRR6028226	4246342
SRR6028227	3862757
SRR6028229	3479752
SRR6028230	3990316
SRR6028231	5484451
SRR6028232	7248939
SRR6028233	4313825
SRR6028234	6017436
SRR6028235	5882526
SRR6028236	4259961
SRR6028238	3909724
SRR6028239	3912842
SRR6028240	4548483
SRR6028243	4773062
SRR6028244	4572810
SRR6028245	3174218
SRR6028246	4462124
SRR6028247	5446463
SRR6028248	6746980
SRR6028249	2467282
SRR6028250	2635546
SRR6028252	365051
SRR6028253	7712892
SRR6028254	4788789
SRR6028257	3838437
SRR6028260	4739320
SRR6028262	4450392
SRR6028263	2237218
SRR6028264	3769683
SRR6028265	4090931
SRR6028266	4714469
SRR6028267	2837716
SRR6028268	7931141
SRR6028269	6212335
SRR6028271	6176703
SRR6028272	3307867
SRR6028273	4174786
SRR6028275	4378609
SRR6028276	2573736
SRR6028277	4414082
SRR6028280	2965728
SRR6028282	4904215
SRR6028283	2969187
SRR6028284	3050016
SRR6028286	4443846
SRR6028288	8858071
SRR6028290	5096493
SRR6028293	4227098
SRR6028295	4175939
SRR6028296	4019024
SRR6028298	4380564
SRR6028299	4289324
SRR6028300	5848288
SRR6028301	6275593
SRR6028302	4417714
SRR6028303	3734791
SRR6028304	6631842
SRR6028305	5792211
SRR6028306	4142636
SRR6028308	3526818
SRR6028309	3406244
SRR6028310	4496164
SRR6028311	3926518
SRR6028313	3745785
SRR6028314	6625323
SRR6028316	3382857
SRR6028319	3889617
SRR6028320	3980514
SRR6028321	3872019
SRR6028322	6111468
SRR6028323	3927450
SRR6028324	5271026
SRR6028325	3995764
SRR6028326	4199066
SRR6028327	4343976
SRR6028329	6341948
SRR6028330	5341423
SRR6028331	3754476
SRR6028332	3434505
SRR6028333	3883558
SRR6028334	4399246
SRR6028336	4573624
SRR6028337	3268605
SRR6028338	2930221
SRR6028339	3631074
SRR6028340	5074008
SRR6028342	4100771
SRR6028343	4467072
SRR6028345	4248210
SRR6028346	4543058
SRR6028347	3022851
SRR6028348	3150500
SRR6028349	4361207
SRR6028351	3754780
SRR6028352	4157555
SRR6028353	4616023
SRR6028354	8472429
SRR6028356	3975048
SRR6028358	3816505
SRR6028359	5266770
SRR6028361	5190467
SRR6028363	4826360
SRR6028365	2486055
SRR6028366	6605839
SRR6028367	7583843
SRR6028368	2249912
SRR6028369	2664004
SRR6028370	4120353
SRR6028371	2666281
SRR6028373	7290834
SRR6028374	6201098
SRR6028375	5042254
SRR6028376	5753427
SRR6028377	7800201
SRR6028378	2478248
SRR6028382	3205593
SRR6028383	4084523
SRR6028384	4324712
SRR6028385	6190080
SRR6028386	4338844
SRR6028387	2716836
SRR6028388	5723483
SRR6028389	2725465
SRR6028390	4116129
SRR6028391	7570363
SRR6028393	1862578
SRR6028394	3834199
SRR6028395	9176819
SRR6028398	4434325
SRR6028399	5132461
SRR6028400	4199529
SRR6028401	5434855
SRR6028402	7171281
SRR6028403	3678008
SRR6028404	6949508
SRR6028405	3556817
SRR6028406	3736244
SRR6028407	4689497
SRR6028408	4796677
SRR6028409	3196702
SRR6028410	3351041
SRR6028411	5082065
SRR6028412	3145997
SRR6028413	3682950
SRR6028414	3294301
SRR6028419	6695409
SRR6028420	7245167
SRR6028421	4208871
SRR6028422	5562147
SRR6028423	4785619
SRR6028425	7859139
SRR6028426	5291923
SRR6028427	4831103
SRR6028429	4817489
SRR6028431	5215364
SRR6028432	5185673
SRR6028433	3806793
SRR6028436	3724865
SRR6028437	3844858
SRR6028438	5239040
SRR6028439	3501760
SRR6028443	5043445
SRR6028444	6261355
SRR6028447	4423064
SRR6028448	2882107
SRR6028449	4177417
SRR6028451	5023378
SRR6028452	4292375
SRR6028453	4667225
SRR6028454	4212046
SRR6028455	3990661
SRR6028456	5291293
SRR6028457	4313601
SRR6028458	4459252
SRR6028459	4482013
SRR6028461	2835520
SRR6028462	4022696
SRR6028464	2780314
SRR6028465	4575246
SRR6028466	4995628
SRR6028467	2895346
SRR6028468	2641062
SRR6028472	6404959
SRR6028473	3703968
SRR6028474	4995707
SRR6028476	5261069
SRR6028477	2931126
SRR6028478	3175748
SRR6028479	5435226
SRR6028480	3351935
SRR6028482	3807292
SRR6028483	5895475
SRR6028484	3654205
SRR6028486	6801812
SRR6028487	3757883
SRR6028488	7018410
SRR6028489	6217606
SRR6028490	7982458
SRR6028491	6299102
SRR6028493	6352534
SRR6028495	12976991
SRR6028496	6050740
SRR6028500	5196872
SRR6028501	3955745
SRR6028502	4386192
SRR6028503	5731415
SRR6028504	8967707
SRR6028505	6777287
SRR6028506	4696779
SRR6028507	4476882
SRR6028508	4358624
SRR6028509	2814956
SRR6028510	3565653
SRR6028511	4008835
SRR6028513	3841408
SRR6028514	4490491
SRR6028515	4218533
SRR6028516	3886210
SRR6028517	4507821
SRR6028518	3167715
SRR6028519	3371215
SRR6028520	3804632
SRR6028521	5639522
SRR6028522	4365499
SRR6028523	3488135
SRR6028524	6191938
SRR6028526	3758211
SRR6028527	5104718
SRR6028531	4860521
SRR6028534	2056200
SRR6028536	3478117
SRR6028537	3819483
SRR6028538	7329266
SRR6028539	4034221
SRR6028541	4800101
SRR6028542	6174812
SRR6028543	4204867
SRR6028544	4485602
SRR6028545	3993289
SRR6028546	3972126
SRR6028547	3421165
SRR6028549	3749260
SRR6028550	4613203
SRR6028552	4188688
SRR6028553	4498780
SRR6028556	4163997
SRR6028557	4941817
SRR6028558	4523064
SRR6028559	4598841
SRR6028562	4446458
SRR6028563	4419751
SRR6028564	3337561
SRR6028566	4779482
SRR6028568	4454100
SRR6028569	2675648
SRR6028570	4633234
SRR6028572	3945686
SRR6028573	4569213
SRR6028574	4490332
SRR6028575	4842203
SRR6028576	8308619
SRR6028577	6271446
SRR6028578	4915432
SRR6028579	5605240
SRR6028583	4803064
SRR6028584	7878047
SRR6028585	3810466
SRR6028586	5411564
SRR6028587	6221712
SRR6028588	6166190
SRR6028589	4810646
SRR6028590	4985691
SRR6028591	3524400
SRR6028592	6230043
SRR6028594	5312826
SRR6028595	3076786
SRR6028596	4736283
SRR6028597	6107235
SRR6028598	6123768
SRR6028599	4909408
SRR6028600	5591256
SRR6028601	5949424
SRR6028602	4303982
SRR6028603	4372570
SRR6028604	3926066
SRR6028605	5735688
SRR6028606	5200465
SRR6028608	4907005
SRR6028609	4962205
SRR6028610	4121612
SRR6028612	11438050
SRR6028613	3812447
SRR6028614	7432053
SRR6028615	4056427
SRR6028616	6193302
